image;id;name;name2;description;price;url;category;forever_url
https://iglika.me/products_img/Product_details_JPG/1052b.jpg;1052;Aloe Propolis Creme;Алое Прополис крем;Витамините A, E и C работят за подхранване и овлажняване на кожата, докато прополисът помага за подмладяване на кожата.;45.24 лв.;1052.html;Грижа за тялото;https://thealoeveraco.shop/ECbIhri2
https://iglika.me/products_img/Product_details_JPG/1053b.jpg;1053;Aloe sunscreen;Алое Сънскрийн;Този слънцезащитен продукт предлага водоустойчива SPF 30 защита от UVA и UVB лъчи, плюс успокояващата сила на алое.;47.53 лв.;1053.html;Грижа за тялото;https://thealoeveraco.shop/1OSy2WWE
https://iglika.me/products_img/Product_details_JPG/1054b.jpg;1054;Aloe Vera Gelly;Алое Вера гел;Почти идентичен с вътрешността на листата на алое вера, овлажнява, подхранва и успокоява кожата;34.34 лв.;1054.html;Грижа за тялото;https://thealoeveraco.shop/roNsrpy8
https://iglika.me/products_img/Product_details_JPG/1055b.jpg;1055;Aloe Avocado Face & Body Soap;Алое и авокадо сапун за лице и тяло;Достатъчно нежен за цялото ви тяло и лице с аромат на свежо набрани цитрусови плодове.;13.76 лв.;1055.html;Лична хигиена;https://thealoeveraco.shop/s8ZWEVvg
https://iglika.me/products_img/Product_details_JPG/1079b.jpg;1079;Forever Malosi Fine Frangrance for Him;"Парфюм ""Малоси"" за него";Обгърнете сетивата си със силата на любовта на островите Самоа с помощта на този изключителен фин парфюм, който отдава почит към основателя на Форевър Рекс Моън и неговата дълбока връзка с народа на Самоа.;76.69 лв.;1079.html;Лична хигиена;https://thealoeveraco.shop/jVJsgCSY
https://iglika.me/products_img/Product_details_JPG/1080b.jpg;1080;Forever Alofa Fine Frangrance for Her;"Парфюм ""Алофа"" за нея";Обгърнете сетивата си със силата на любовта на островите Самоа с помощта на този изключителен фин парфюм, който отдава почит към основателя на Форевър Рекс Моън и неговата дълбока връзка с народа на Самоа.;76.69 лв.;1080.html;Лична хигиена;https://thealoeveraco.shop/9CRF6XuI
https://iglika.me/products_img/Product_details_JPG/1081b.jpg;1081;Nourishing Hair Oil;Подхранващо масло за коса; Шест растителни масла без силикони предлагат хидратация и подхранване.;63.52 лв.;1081.html;Лична хигиена;https://thealoeveraco.shop/fjnCN4Nl
https://iglika.me/products_img/Product_details_JPG/1056b.jpg;1056;Aloe Body Wash;Алое Душ-гел;Формула без сулфати предлага мощно, но нежно почистване със съставки които подхранват кожата, отмиват мръсотията и я оставят мека и освежена.;51.49 лв.;1056.html;Лична хигиена;https://thealoeveraco.shop/InT3CF0j
https://iglika.me/products_img/Product_details_JPG/1057b.jpg;1057;Aloe Liquid Soap;Алое течен сапун;Овлажнява и почиства, оставяйки кожата ви по-мека, по-гладка и по-сияйна. ;42.92 лв.;1057.html;Лична хигиена;https://thealoeveraco.shop/8igYrjiD
https://iglika.me/products_img/Product_details_JPG/1058b.jpg;1058;Aloe-Jojoba Shampoo;Алое-жожоба шампоан;Направен с чист алое вера гел и укрепващо жожоба масло, този шампоан е перфектен за ежедневна употреба,;49.78 лв.;1058.html;Лична хигиена;https://thealoeveraco.shop/6agzL7H2
https://iglika.me/products_img/Product_details_JPG/1059b.jpg;1059;Aloe-Jojoba Conditioner;Алое-жожоба балсам;Подхранва и хидратира в дълбочина, като омекотява, изглажда и прави косата по-лесна за разресване. ;53.25 лв.;1059.html;Лична хигиена;https://thealoeveraco.shop/9h5lWUXz
https://iglika.me/products_img/Product_details_JPG/1060b.jpg;1060;Forever Bright Toothgel;Гел за зъби Форевър брайт;Формулата без флуорид оставя след себе си усещане за свежест и чистота.;17.74 лв.;1060.html;Лична хигиена;https://thealoeveraco.shop/uLEp2bNe
https://iglika.me/products_img/Product_details_JPG/1061b.jpg;1061;Gentleman’s Pride After Shave Balm;Балсам за след бръснене;Предлага ексклузивна комбинация от съставки, които осигуряват охлаждащо усещане и прекрасен аромат.;34.34 лв.;1061.html;Лична хигиена;https://thealoeveraco.shop/jEqNntlS
https://iglika.me/products_img/Product_details_JPG/1003b.jpg;1003;Aloe Vera Gel TriPack;Гел от Алое Вера ТриПак;Троен пакет Гел от Алое Вера!;178.61 лв.;1003.html;Пакети;https://thealoeveraco.shop/QKf7H3DK
https://iglika.me/products_img/Product_details_JPG/1004b.jpg;1004;Forever Aloe Peach TriPak;Алое Праскова ТриПак;Троен пакет Алое Праскова!;178.61 лв.;1004.html;Пакети;https://thealoeveraco.shop/KA3yqWyj
https://iglika.me/products_img/Product_details_JPG/1005b.jpg;1005;Aloe Berry Nectar TriPak;Алое Бери Нектар ТриПак;Троен пакет Алое Бери нектар!;178.61 лв.;1005.html;Пакети;https://thealoeveraco.shop/lh6O4vjr
https://iglika.me/products_img/Product_details_JPG/1084b.jpg;1084;Aloe Drinks TriPack;ТриПак - алое напитки; В пакета получавате ГЕЛА ОТ АЛОЕ ВЕРА заедно с АЛОЕ И ПРАСКОВИ и АЛОЕ БЕРИ НЕКТАР с неговия свеж и богат на антиоксиданти вкус, подкрепящ нормалното храносмилане. ;178.61 лв.;1084.html;Пакети;https://thealoeveraco.shop/m2owhXTK
https://iglika.me/products_img/Product_details_JPG/1064b.jpg;1064;ARGI+ & Aloe Mini TriPak;ТриПак АРГИ+ и Алое мини;В пакета ще откриете три мини опаковки гел от алое вера по 330 мл и три пакетчета Арги+.;75.19 лв.;1064.html;Пакети;https://thealoeveraco.shop/Q1izQaIu
https://iglika.me/products_img/Product_details_JPG/1072b.jpg;1072;DX4 Body Balancing System;DX4 Балансираща програма;Четиридневна програма, която помага за рестартиране на вашето физическо, ментално и духовно здраве чрез седем хранителни продукта, практики за установяване на мисленето и ръководство за приемане на храната.;320.50 лв.;1072.html;Пакети;https://thealoeveraco.shop/wcHFYOEU
